Country,year,gdp_per_capita ($),Total_Population,suicides_no,suicides/100k_pop,percentage of elderly(%),Education index,"Inflation, consumer prices (annual %)",Unemployment Rate
Czech Republic,1993,4186,9703400,1917,19.76,4.892099676402086,0.626,20.81302954,4.320000172
Czech Republic,1994,4891,9723700,1872,19.25,4.7512778057735225,0.642,10.03942984,4.300000191
Czech Republic,1995,6134,9744300,1733,17.78,4.804860277290313,0.657,8.990523615,4.019999981
Czech Republic,1996,6861,9763900,1568,16.06,4.964204877149499,0.685,8.758774729,3.890000105
Czech Republic,1997,6314,9786700,1666,17.02,5.171303912452614,0.699,8.596156667,4.269999981
Czech Republic,1998,6779,9808300,1613,16.45,5.386254498740863,0.697,10.69836553,5.900000095
Czech Republic,1999,6606,9819215,1610,16.4,5.593868756310968,0.719,2.135448444,8.489999771
Czech Republic,2000,6278,9819742,1649,16.79,5.784123452530627,0.741,3.775388292,8.760000229
Czech Republic,2001,6863,9838083,1623,16.5,5.890212554620651,0.762,4.66267557,7.989999771
Czech Republic,2002,8399,9752463,1534,15.73,6.067021223254064,0.777,1.90298097,7.019999981
Czech Republic,2003,10220,9748550,1719,17.63,6.213672802621929,0.792,0.118739206,7.539999962
Czech Republic,2004,12226,9746647,1583,16.24,6.36405524894869,0.794,2.760107817,8.210000038
Czech Republic,2005,13961,9761733,1565,16.03,6.517971757678683,0.809,1.857097891,7.929999828
Czech Republic,2006,15896,9780319,1400,14.31,6.671909167788903,0.821,2.533992583,7.150000095
Czech Republic,2007,19273,9818295,1379,14.05,6.8009873404700105,0.83,2.853124372,5.320000172
Czech Republic,2008,23811,9899594,1379,13.93,6.888221880614498,0.836,6.358663802,4.389999866
Czech Republic,2009,20748,9937407,1464,14.73,6.951330462765588,0.85,1.019377353,6.659999847
Czech Republic,2010,20862,9945273,1502,15.1,7.0046141518689335,0.858,1.472727273,7.28000021
Czech Republic,2011,23010,9906318,1590,16.05,7.075383608723242,0.863,1.917219136,6.710000038
Czech Republic,2012,20898,9923127,1658,16.71,7.112788136239716,0.859,3.287623066,6.980000019
Czech Republic,2013,21073,9936780,1577,15.87,7.163427186674154,0.882,1.438297872,6.949999809
Czech Republic,2014,20859,9963127,1489,14.95,7.2411402564676735,0.893,0.34398859,6.110000134
Czech Republic,2015,18703,9989325,1387,13.88,7.36278977808811,0.891,0.309364548,5.050000191
Czech Republic,2016,19505,8929942,1318,14.76,8.449338192790053,,,
Denmark,1994,32034,4874900,999,20.49,7.431947321996349,0.739,1.992014638,8.039999962
Denmark,1995,37841,4889100,924,18.9,7.500357939088993,0.751,2.083608424,6.989999771
Denmark,1996,38158,4917300,892,18.14,7.491916295528034,0.763,2.126298023,6.840000153
Denmark,1997,35148,4937300,817,16.55,7.530431612419744,0.774,2.182166779,5.400000095
Denmark,1998,35710,4956400,763,15.39,7.549834557340004,0.784,1.84565122,5.039999962
Denmark,1999,35763,4976200,762,15.31,7.551002773200434,0.809,2.497795444,5.139999866
Denmark,2000,32841,4998610,728,14.56,7.560841914052106,0.809,2.903282032,4.480000019
Denmark,2001,32837,5018451,727,14.49,7.559165168694483,0.842,2.337870003,4.159999847
Denmark,2002,35435,5041222,688,13.65,7.529186375843,0.858,2.424436612,4.269999981
Denmark,2003,43129,5056783,633,12.52,7.493103817189703,0.885,2.075078206,5.400000095
Denmark,2004,49552,5072927,661,13.03,7.482169564040642,0.889,1.154356931,5.199999809
Denmark,2005,51960,5089852,631,12.4,7.467034404929652,0.895,1.817814583,4.829999924
Denmark,2006,55354,5110460,650,12.72,7.46312465022718,0.89,1.924221385,3.900000095
Denmark,2007,62229,5133001,581,11.32,7.445215771436631,0.884,1.693265862,3.799999952
Denmark,2008,68447,5162525,603,11.68,7.423305456147912,0.897,3.416267943,3.680000067
Denmark,2009,61863,5192790,622,11.98,7.42117435906324,0.891,1.30470991,6.409999847
Denmark,2010,61711,5217785,563,10.79,7.467536512140688,0.895,2.31092437,7.75
Denmark,2011,65598,5244150,589,11.23,7.526920473289284,0.924,2.758682261,7.769999981
Denmark,2012,62071,5270539,661,12.54,7.627644914495463,0.925,2.397914857,7.800000191
Denmark,2013,64831,5299698,610,11.51,7.734233158191278,0.926,0.78907178,7.380000114
Denmark,2014,66114,5339166,629,11.78,7.885857079551376,0.927,0.56402054,6.929999828
Denmark,2015,55972,5383060,564,10.48,8.023930626818204,0.918,0.452034154,6.28000021
Dominica,1985,1485,66400,0,0.0,2.86144578313253,,,
Ecuador,1985,2238,7661800,393,5.13,1.1616069330966614,,,
Ecuador,1986,1943,7881300,377,4.78,1.1609759811198659,,,
Ecuador,1987,1669,8356800,390,4.67,1.4180068925904652,,,
Ecuador,1988,1519,8593200,466,5.42,1.418563515337709,,,
Ecuador,1989,1619,8578619,431,5.02,1.786604580527472,,,
Ecuador,1990,1732,8800933,448,5.09,1.7963777249525703,0.551,48.519113,6.1
Ecuador,1991,1869,9091700,494,5.43,1.6993521563623966,0.549,48.80382775,4.369999886
Ecuador,1992,1955,9253155,505,5.46,1.8697190309683562,0.553,54.34083601,4.52699995
Ecuador,1993,1996,9488483,574,6.05,1.8948234401642494,0.557,45.0,4.559999943
Ecuador,1994,2335,9725255,512,5.26,1.9163713445045916,0.561,27.44252874,4.44299984
Ecuador,1995,2453,9960563,546,5.48,1.9366274777841375,0.565,22.88613303,4.592000008
Ecuador,1996,2474,10195848,593,5.82,1.9925856093578485,0.567,24.37308869,4.651000023
Ecuador,1997,2701,10427773,579,5.55,2.044022247127934,0.57,30.64298008,4.513000011
Ecuador,1998,2626,10656446,546,5.12,2.0927802759006147,0.572,36.09843316,4.605000019
Ecuador,1999,1805,10883283,616,5.66,2.1407143414353924,0.575,52.24235091,5.184000015
Ecuador,2000,1650,11109383,534,4.81,2.1893205050181455,0.577,96.09411369,4.800000191
Ecuador,2001,2160,11328328,584,5.16,2.2516032374768806,0.581,37.67802094,4.25
Ecuador,2002,2472,11548770,577,5.0,2.310782879908423,0.586,12.48401857,4.897999763
Ecuador,2003,2755,11771002,675,5.73,2.3683880097888013,0.59,7.929410005,5.659999847
Ecuador,2004,3051,11994153,791,6.59,2.426015409341535,0.594,2.742181329,5.0
Ecuador,2005,3397,12217643,943,7.72,2.48538936683614,0.598,2.407769783,3.779999971
Ecuador,2006,3759,12449374,900,7.23,2.5282877677222966,0.6,3.298748463,3.549999952
Ecuador,2007,4024,12677354,1005,7.93,2.5700394577606653,0.622,2.27618478,3.140000105
Ecuador,2008,4787,12903183,928,7.19,2.612363166514805,0.629,8.40009594,3.920000076
Ecuador,2009,4762,13130161,964,7.34,2.6563878386563577,0.633,5.159968292,4.610000134
Ecuador,2010,5206,13360285,912,6.83,2.703325565285471,0.646,3.554377346,4.090000153
Ecuador,2011,5836,13583553,918,6.76,2.7558400957393108,0.651,4.474532658,3.460000038
Ecuador,2012,6364,13815861,976,7.06,2.8061660435060833,0.695,5.10172181,3.230000019
Ecuador,2013,6769,14054613,676,4.81,2.8575315449809966,0.697,2.721775777,3.079999924
Ecuador,2014,7116,14295145,734,5.13,2.9136955238998974,0.695,3.589220166,3.480000019
Ecuador,2015,6832,14534024,1073,7.38,2.9774479524734514,0.717,3.966646233,3.619999886
El Salvador,1990,1068,4510552,571,12.66,1.603573132512384,0.382,23.99916511,
El Salvador,1991,1148,4576985,474,10.36,1.657226318198552,0.384,14.40267488,7.53000021
El Salvador,1992,1266,4591600,419,9.13,1.5484798327380433,0.396,11.21448138,7.880000114
El Salvador,1993,1423,4694300,424,9.03,1.6083335108535883,0.408,18.50668833,9.93999958
El Salvador,1995,1845,4836397,620,12.82,1.8200532338432929,0.432,10.02965645,7.650000095
El Salvador,1996,1959,4892391,540,11.04,1.8944928972357278,0.447,9.788920402,7.679999828
El Salvador,1997,2065,4949302,577,11.66,1.9638526806406236,0.463,4.490136279,7.980000019
El Salvador,1998,2185,5006338,512,10.23,2.0266709918507297,0.478,2.547059776,7.099999905
El Salvador,1999,2229,5062759,515,10.17,2.080979955790904,0.479,0.51482713,6.679999828
El Salvador,2000,2303,5118189,461,9.01,2.1272172637626316,0.493,2.271287568,6.960000038
El Salvador,2001,2373,5175094,514,9.93,2.207515457690237,0.502,3.750820575,6.960000038
El Salvador,2002,2421,5230458,436,8.34,2.279456215880139,0.514,1.865525036,5.730000019
El Salvador,2003,2507,5283542,527,9.97,2.347345776753549,0.528,2.120390917,6.260000229
El Salvador,2004,2573,5333170,464,8.7,2.416161494945783,0.539,4.451943924,6.050000191
El Salvador,2005,2733,5378879,455,8.46,2.4882136222064113,0.551,4.690948709,7.21999979
El Salvador,2006,2947,5429044,411,7.57,2.6009367395069924,0.561,4.037123594,6.570000172
El Salvador,2007,3111,5467861,501,9.16,2.7146447212173097,0.555,4.578085724,6.409999847
El Salvador,2008,3271,5499287,490,8.91,2.8298213932097016,0.557,6.707922935,5.880000114
El Salvador,2009,3184,5528910,506,9.15,2.945535376774084,0.56,1.055950297,7.329999924
El Salvador,2010,3318,5560453,399,7.18,3.0604520890654054,0.586,1.179335769,4.889999866
El Salvador,2011,3631,5585785,485,8.68,3.1945554653464105,0.57,5.128923767,4.300000191
El Salvador,2012,3806,5618823,512,9.11,3.322866728494562,0.577,1.729734816,3.839999914
El Salvador,2013,3885,5657250,484,8.56,3.444960007070573,0.576,0.757669185,3.690000057
El Salvador,2014,3965,5696329,386,6.78,3.560064736429374,0.568,1.141344675,4.150000095
Estonia,1995,3224,1356651,594,43.78,5.053694723256018,0.707,28.77661372,9.659999847
Estonia,1996,3536,1342202,545,40.6,5.100126508528523,0.726,23.05034335,9.920000076
Estonia,1997,3806,1331234,522,39.21,5.236494861158895,0.747,10.58187893,10.36999989
Estonia,1998,4250,1321719,477,36.09,5.387680740006007,0.768,8.208333333,9.510000229
Estonia,1999,4361,1313198,468,35.64,5.579204354560393,0.783,3.296110897,11.56999969
Estonia,2000,4262,1334175,377,28.26,5.767234433264002,0.808,4.018489525,13.35999966
Estonia,2001,4711,1325610,401,30.25,6.0013880402229915,0.822,5.748279817,13.13000011
Estonia,2002,5561,1316690,371,28.18,6.269509147939151,0.83,3.571912702,10.02999973
Estonia,2003,7523,1307160,342,26.16,6.5558156614339484,0.835,1.334991165,11.28999996
Estonia,2004,9293,1297650,323,24.89,6.849304512002466,0.841,3.048111075,10.25
Estonia,2005,10870,1288495,273,21.19,7.149038219007446,0.85,4.079714232,8.029999733
Estonia,2006,13264,1278915,247,19.31,7.450065094240039,0.852,4.437620424,5.909999847
Estonia,2007,17504,1270415,251,19.76,7.7443197695241315,0.856,6.601326031,4.590000153
Estonia,2008,19141,1264005,242,19.15,7.976629839280699,0.858,10.36235803,5.449999809
Estonia,2009,15609,1259010,269,21.37,8.137346009960208,0.863,-0.078408311,13.55000019
Estonia,2010,15540,1254225,223,17.78,8.3254599453846,0.872,2.97204512,16.70999908
Estonia,2011,18545,1249427,218,17.45,8.582013995215407,0.876,4.981901315,12.32999992
Estonia,2012,18411,1251631,237,18.94,8.869067640542621,0.877,3.933399873,10.02000046
Estonia,2013,20221,1243096,218,17.54,9.228169023148656,0.875,2.78056659,8.630000114
Estonia,2014,21117,1241852,241,19.41,9.51361353848929,0.87,-0.106175147,7.349999905
Estonia,2015,18149,1243450,195,15.68,9.735574409907917,0.878,-0.492326007,6.190000057
Fiji,2001,2307,719459,36,5.0,1.089012716499481,0.686,4.272670245,3.907000065
Fiji,2002,2548,723187,42,5.81,1.120042257396773,0.685,0.762032086,3.872999907
Fiji,2003,3192,725591,10,1.38,1.147891856431516,0.684,4.172747778,3.905999899
Fiji,2004,3744,728408,24,3.29,1.1709097099427794,0.695,2.827485194,3.811000109
Fiji,2005,4104,732607,22,3.0,1.1871303440999061,0.697,2.365764538,3.890000105
Fiji,2006,4206,737759,24,3.25,1.2365826780832223,0.704,2.490836388,3.959000111
Fiji,2007,4570,745055,13,1.74,1.2809792565649516,0.714,4.803706413,4.107999802
Fiji,2008,4675,753658,37,4.91,1.3206255357204462,0.715,7.732278579,4.162000179
Fiji,2009,3765,762403,26,3.41,1.3550576270030417,0.723,3.13103559,4.309999943
Fiji,2011,4862,776325,38,4.89,1.4630470485943388,0.731,7.278117827,4.409999847
Fiji,2012,5073,782939,32,4.09,1.5365181706365374,0.738,3.423375234,4.420000076
Finland,1987,19861,4614100,1363,29.54,5.684748921783229,,,
Finland,1988,23546,4633600,1402,30.26,5.822686464088398,,,
Finland,1989,25582,4654300,1413,30.36,5.93000021485508,,,
Finland,1990,30271,4675100,1512,32.34,6.012705610575175,0.666,6.149565312,
Finland,1991,27214,4698500,1493,31.78,6.05725231456848,0.68,4.310212898,6.5
Finland,1992,23857,4720900,1451,30.74,6.100531678281683,0.703,2.919323193,11.60000038
Finland,1993,18826,4741000,1397,29.47,6.140054840750897,0.714,2.190653196,16.20000076
Finland,1994,21699,4761600,1387,29.13,6.136592741935484,0.731,1.088556776,16.43000031
Finland,1995,28068,4781300,1388,29.03,6.190784932968022,0.741,0.791239407,17.0
Finland,1996,27508,4802200,1247,25.97,6.326267127566531,0.752,0.629194238,15.56999969
Finland,1997,26296,4823200,1322,27.41,6.4438547022723505,0.762,1.192558834,14.97000027
Finland,1998,27646,4844673,1228,25.35,6.582941717635019,0.775,1.399473786,13.21000004
Finland,1999,27800,4864255,1207,24.81,6.730814893544849,0.787,1.162231557,11.68999958
Finland,2000,25716,4881820,1165,23.86,6.880630584495127,0.803,3.042100807,11.13000011
Finland,2001,26383,4898983,1204,24.58,7.043196516501486,0.814,2.578440801,10.28999996
Finland,2002,28390,4915614,1095,22.28,7.197351134568336,0.817,1.571220128,10.42000008
Finland,2003,34701,4929856,1075,21.81,7.364434174142207,0.82,0.877440386,10.47000027
Finland,2004,39793,4944765,1064,21.52,7.569783397188743,0.89,0.187120559,10.35999966
Finland,2005,41202,4961784,994,20.03,7.79344687314079,0.895,0.62387445,8.380000114
Finland,2006,43487,4979740,1062,21.33,7.999052159349684,0.896,1.566663807,7.71999979
Finland,2007,51089,4998853,995,19.9,8.164732989747849,0.897,2.510665652,6.849999905
Finland,2008,56521,5020096,1033,20.58,8.284881404658396,0.897,4.065953554,6.369999886
Finland,2009,49878,5042316,1034,20.51,8.391996852240121,0.892,-9.17e-07,8.25
Finland,2010,48939,5063494,954,18.84,8.518149720331456,0.897,1.184135232,8.390000343
Finland,2011,53809,5085985,912,17.93,8.644205596359408,0.901,3.416807543,7.78000021
Finland,2012,50232,5110450,873,17.08,8.772260759815671,0.904,2.808336226,7.690000057
Finland,2013,52572,5135433,887,17.27,8.930736707109215,0.925,1.478286157,8.18999958
Finland,2014,52832,5159944,789,15.29,9.111513613326036,0.921,1.041196212,8.659999847
Finland,2015,44862,5181797,731,14.11,9.161512888289526,0.923,-0.20792884,9.380000114
France,1985,10765,51382600,12501,24.33,7.196599627111124,,,
France,1986,14940,51637600,12529,24.26,6.901172788820549,,,
France,1987,17999,51900800,12161,23.43,7.3973811579012265,,,
France,1988,19534,52157600,11599,22.24,7.530829639400586,,,
France,1989,19558,52417900,11715,22.35,7.646433756407639,,,
France,1990,23968,52952900,11403,21.53,7.449072666463971,0.631,3.19428338,
France,1991,23821,53282900,11502,21.59,7.206627266909271,0.653,3.213407324,9.130000114
France,1992,26136,53622300,11644,21.71,7.003616032881841,0.669,2.363760463,10.21000004
France,1993,24521,53945400,12251,22.71,6.858972220059542,0.682,2.104462771,11.31999969
France,1994,25697,54247100,12041,22.2,6.789856047604388,0.715,1.655515329,12.59000015
France,1995,29363,54528500,11819,21.67,7.073732085056439,0.728,1.796481421,11.84000015
France,1996,29305,54791600,11279,20.59,7.321742748888516,0.737,1.982883651,12.36999989
France,1997,26394,55045500,11139,20.24,7.535220862740824,0.742,1.20394294,12.56999969
France,1998,27190,55280700,10534,19.06,7.324798709133567,0.747,0.651126868,12.06999969
France,1999,27118,55043393,10268,18.65,7.597433174223108,0.755,0.537141639,11.97999954
France,2000,24648,55267624,10849,19.63,7.792976589693815,0.743,1.675959887,10.22000027
France,2001,24796,55511272,10449,18.82,7.990447417598358,0.744,1.634780795,8.609999657
France,2002,26714,55935517,10643,19.03,8.16059678146892,0.742,1.923412287,8.699999809
France,2003,32656,56360402,10871,19.29,8.321510907604953,0.748,2.098472191,8.31000042
France,2004,37240,56813922,10804,19.02,8.497146174840738,0.75,2.142089646,8.909999847
France,2005,38420,57160687,10713,18.74,8.692761162930038,0.769,1.745869364,8.489999771
France,2006,40097,57824447,10423,18.03,8.916939577476633,0.774,1.675124496,8.449999809
France,2007,45682,58167011,10127,17.41,9.11173517236428,0.775,1.48799806,7.659999847
France,2008,49901,58482967,10353,17.7,9.260010696789717,0.776,2.812861949,7.059999943
France,2009,45775,58770727,10499,17.86,9.39725996583299,0.778,0.087620478,8.739999771
France,2010,44747,59056283,10379,17.57,9.517600354224799,0.783,1.531122704,8.869999886
France,2011,48217,59344643,10408,17.54,9.631275395826377,0.787,2.111597952,8.81000042
France,2012,45002,59638457,9743,16.34,9.716871112208688,0.792,1.954195316,9.399999619
France,2013,46922,59910069,9600,16.02,9.753943030845114,0.801,0.863715498,9.920000076
France,2014,47318,60275954,8881,14.73,9.82377151591827,0.811,0.507758823,10.28999996
Georgia,1990,1555,4986400,196,3.93,3.9788223969196213,,,
Georgia,1991,1267,5018550,174,3.47,4.010122445726355,,,2.700000048
Georgia,1992,740,4988700,204,4.09,4.044139755848216,,,5.400000095
Georgia,1994,556,4518900,123,2.72,4.10940715660891,,,8.399999619
Georgia,1995,611,4410850,138,3.13,4.140925218495301,,162.7171522,7.599999905
Georgia,1996,718,4310350,162,3.76,4.172514992982008,,39.3575,11.5
Georgia,1997,828,4240600,176,4.15,4.2045936895722305,,7.087617629,11.5
Georgia,1998,858,4209250,148,3.52,4.235909009918632,,3.566807813,14.52999973
Georgia,1999,669,4187750,189,4.51,4.26840188645454,,19.19267582,13.80000019
Georgia,2000,734,4165600,130,3.12,4.299500672172076,0.717,4.063962014,10.81999969
Georgia,2001,777,4140950,100,2.41,4.339583911904273,0.721,4.646044421,11.15999985
Georgia,2004,1253,4089850,175,4.28,5.090651246378229,0.74,5.656326362,12.61999989
Georgia,2005,1552,4132000,87,2.11,5.352129719264279,0.753,8.247090431,13.81000042
Georgia,2006,1859,4166500,72,1.73,5.62222488899556,0.752,9.160965084,13.56999969
Georgia,2007,2448,4154900,104,2.5,5.883414763291536,0.77,9.244897456,13.27999973
Georgia,2009,2589,4158750,188,4.52,6.330027051397656,0.775,1.727514611,20.70999908
Georgia,2010,2775,4193800,112,2.67,6.6240640946158615,0.777,7.110178975,20.20000076
Georgia,2011,3435,4202600,99,2.36,6.73868557559606,0.779,8.542933333,19.62999916
Georgia,2012,3772,4200900,104,2.48,7.055630936227951,0.79,-0.943658853,19.64999962
Georgia,2013,3850,4192600,157,3.74,7.410675952869342,0.804,-0.512058411,19.42000008
Georgia,2014,4757,3470600,194,5.59,7.563533682936669,0.816,3.068812104,17.44000053
Georgia,2015,4046,3458400,192,5.55,7.341545223224613,0.831,4.003578207,16.51000023
Germany,1990,23546,74958800,13924,18.58,7.599507996392685,0.692,2.696471378,6.16
Germany,1991,24662,75495900,14010,18.56,7.373380541194953,0.705,4.047036816,5.320000172
Germany,1992,27888,76131700,13458,17.68,7.071561517738341,0.715,5.056979322,6.320000172
Germany,1993,26937,76793400,12690,16.52,6.776754252318559,0.74,4.474575055,7.679999828
Germany,1994,28588,77163400,12718,16.48,6.627364786932664,0.75,2.693057381,8.729999542
Germany,1995,33420,77547500,12888,16.62,6.704278023147103,0.759,1.706160524,8.159999847
Germany,1996,32147,77882500,12225,15.7,6.881777035919494,0.767,1.449726473,8.819999695
Germany,1997,28420,78067900,12256,15.7,7.062569891081994,0.775,1.939369425,9.859999657
Germany,1998,28733,78071100,11654,14.93,7.205355118603427,0.794,0.911185301,9.789999962
Germany,1999,28154,78141200,11160,14.28,7.332751480652972,0.81,0.585433144,8.859999657
Germany,2000,24922,78242066,11073,14.15,7.482045527785526,0.825,1.440268187,7.920000076
Germany,2001,24874,78421514,11167,14.24,7.658570580516974,0.84,1.983856936,7.769999981
Germany,2002,26441,78633771,11176,14.21,7.820923404525519,0.856,1.420805605,8.479999542
Germany,2003,31816,78756461,11155,14.16,8.00121402103124,0.871,1.034227766,9.779999733
Germany,2004,35772,78811814,10741,13.63,8.213125255561305,0.894,1.665733409,10.72999954
Germany,2005,36289,78851254,10270,13.02,8.4314943171354,0.893,1.546909652,11.17000008
Germany,2006,38088,78828994,9775,12.4,8.62647314768472,0.911,1.577428259,10.25
Germany,2007,43667,78776585,9409,11.94,8.785096485205598,0.915,2.298341797,8.659999847
Germany,2008,47702,78662789,9459,12.02,8.921938936083235,0.919,2.628381749,7.519999981
Germany,2009,43570,78448602,9579,12.21,9.138668908338227,0.923,0.31273763,7.739999771
Germany,2010,43614,78349067,10030,12.8,9.460587450262809,0.925,1.103809161,6.96999979
Germany,2011,47947,78371140,10153,12.96,9.814177770031161,0.93,2.075174525,5.820000172
Germany,2012,45142,78508115,9896,12.61,10.168728417438121,0.933,2.008490922,5.380000114
Germany,2013,48563,77270988,10091,13.06,10.481719219120118,0.931,1.50472098,5.230000019
Germany,2014,50167,77552369,10217,13.17,10.89750462684125,0.933,0.906797949,4.980000019
Germany,2015,43201,78136683,10088,12.91,11.29605924019068,0.934,0.51442054,4.619999886
Greece,1985,5156,9275400,405,4.37,5.942600858184013,,,
Greece,1986,6040,9334000,393,4.21,6.094921791300621,,,
Greece,1987,6994,9387400,410,4.37,6.066642520825788,,,
Greece,1988,8070,9450000,403,4.26,6.170370370370371,,,
Greece,1989,8310,9527500,383,4.02,6.259774337444241,,,
Greece,1990,10179,9617000,349,3.63,6.325257356764063,0.607,20.43349964,
Greece,1991,10816,9721144,381,3.92,6.380493900717858,0.624,19.45584256,7.659999847
Greece,1992,11818,9834155,351,3.57,6.38509358455302,0.623,15.87706538,7.840000153
Greece,1993,10957,9930405,412,4.15,6.382629912878679,0.619,14.41127089,8.609999657
Greece,1994,11638,10018932,355,3.54,6.370559257214242,0.626,10.87407898,8.859999657
Greece,1995,13550,10101632,370,3.66,6.369356951431214,0.627,8.934511217,9.06000042
Greece,1996,14330,10178479,356,3.5,6.371796807754872,0.632,8.194548902,9.659999847
Greece,1997,13968,10248806,374,3.65,6.380499347924042,0.639,5.536006784,9.579999924
Greece,1998,14008,10310630,403,3.91,6.393964287342286,0.659,4.766221864,10.84000015
Greece,1999,13756,10362363,381,3.68,6.408876044971596,0.659,2.636637863,11.85000038
Greece,2000,12509,10403059,382,3.67,6.42668661208208,0.672,3.15118063,11.25
Greece,2001,13043,10441529,334,3.2,6.60485643434022,0.69,3.37396699,10.46000004
Greece,2002,14676,10482045,323,3.08,6.914748028652806,0.714,3.629358946,9.970000267
Greece,2003,19202,10515665,375,3.57,7.225715159240999,0.724,3.530651885,9.409999847
Greece,2004,22804,10547290,353,3.35,7.537282088574411,0.742,2.898848959,10.31000042
Greece,2005,23414,10582816,400,3.78,7.94022120388373,0.768,3.54507354,9.989999771
Greece,2006,25739,10618891,394,3.71,8.352990910256072,0.775,3.19594393,9.010000229
Greece,2007,29896,10653591,328,3.08,8.662065213504066,0.764,2.895001475,8.399999619
Greece,2008,33168,10686723,373,3.49,9.001926970503494,0.785,4.152797447,7.760000229
Greece,2009,30785,10719618,391,3.65,9.412145096961478,0.794,1.210084518,9.619999886
Greece,2010,27886,10735384,377,3.51,9.80484722297777,0.793,4.712972862,12.71000004
Greece,2011,26825,10728724,477,4.45,10.144169987036669,0.795,3.329864062,17.86000061
Greece,2012,23309,10539802,508,4.82,10.556592998616104,0.805,1.501527961,24.44000053
Greece,2013,22994,10431289,533,5.11,10.883995256962011,0.812,-0.922168807,27.46999931
Greece,2014,22834,10380547,565,5.44,11.191915031067246,0.831,-1.311210501,26.48999977
Greece,2015,18927,10331286,529,5.12,11.417078183684005,0.833,-1.736036796,24.89999962
Grenada,1985,1965,85375,1,1.17,2.828696925329429,,,
Grenada,1988,2707,87300,4,4.58,3.6655211912943875,,,
Grenada,1989,3268,81805,4,4.89,2.974145834606687,,,
Grenada,1990,3391,82000,2,2.44,3.1707317073170733,,2.724237365,
Grenada,1991,3650,82400,0,0.0,3.640776699029126,,2.644603679,
Grenada,1992,3713,83528,0,0.0,3.248012642467197,,3.778337531,
Grenada,1993,3632,85304,3,3.52,3.3656100534558755,,2.808599168,
Grenada,1994,3735,87036,4,4.6,3.434211131026242,,3.770657673,
Grenada,1995,3869,88433,1,1.13,3.441023147467574,,1.868824753,
Grenada,1996,4087,89772,1,1.11,3.5333957135855276,,2.032351721,
Grenada,2001,5693,91415,0,0.0,3.7203959962806983,,3.140993052,
Grenada,2002,5879,91908,0,0.0,3.8429734081907996,0.654,1.06721548,
Grenada,2003,6385,92567,4,4.32,3.944170168634611,0.662,2.154928099,
Grenada,2004,6428,93202,1,1.07,3.9891847814424586,0.67,2.312916782,
Grenada,2005,7422,93685,6,6.4,3.964348615039761,0.678,3.475806938,
Grenada,2006,7423,94126,1,1.06,3.9553364638888295,0.687,4.25195322,
Grenada,2007,8035,94418,3,3.18,3.8933254252367133,0.695,3.858829225,
Grenada,2008,8733,94585,0,0.0,3.7986995823862135,0.703,8.033273277,
Grenada,2009,8140,94746,0,0.0,3.698309163447534,0.711,-0.30865478,
Grenada,2010,8118,94980,0,0.0,3.617603706043378,0.719,3.436509059,
Grenada,2011,8188,95102,1,1.05,3.6381989863514965,0.726,3.033472803,
Grenada,2012,8382,95426,2,2.1,3.6688114350386685,0.733,2.41077704,
Grenada,2013,8789,95876,0,0.0,3.6839250698819304,0.74,-0.043999786,
Grenada,2014,9456,96393,0,0.0,3.672465842955401,0.747,-0.983603056,
Grenada,2015,10290,96892,0,0.0,3.6256863311728527,0.754,-0.515448031,
Grenada,2016,10838,79012,0,0.0,4.47906647091581,,,
Guatemala,1986,1044,6924188,203,2.93,1.1417078796820652,,,
Guatemala,1987,997,7108740,241,3.39,1.1610215031074425,,,
Guatemala,1988,1074,7300076,174,2.38,1.1742891443869898,,,
Guatemala,1989,1122,7493108,152,2.03,1.180778389955143,,,
Guatemala,1990,996,7683992,158,2.06,1.1811438637624818,0.284,41.22186714,
Guatemala,1991,1194,7880665,156,1.98,1.211331784817652,0.289,33.16642192,2.588000059
Guatemala,1992,1294,8069672,173,2.14,1.2344863583055172,0.294,10.045918,2.565999985
Guatemala,1993,1381,8254958,165,2.0,1.2528834186679085,0.3,11.81969017,2.60800004
Guatemala,1994,1538,8443914,142,1.68,1.2690560325460443,0.304,10.85532115,2.618999958
Guatemala,1995,1696,8641512,211,2.44,1.2845437233669292,0.311,8.411413123,2.605999947
Guatemala,1996,1775,8832326,157,1.78,1.336058021409083,0.32,11.05691653,2.683000088
Guatemala,1997,1967,9044205,179,1.98,1.3831619252327871,0.33,9.232902949,2.654000044
Guatemala,1998,2091,9273529,201,2.17,1.4265766570633467,0.339,6.613460705,2.650000095
Guatemala,1999,1926,9512666,234,2.46,1.4678009298339707,0.349,5.213610586,2.700999975
Guatemala,2000,1977,9755585,182,1.87,1.5085512555115863,0.358,5.977577347,2.724999905
Guatemala,2001,1867,10015097,202,2.02,1.5719168770906562,0.368,7.285873666,2.78399992
Guatemala,2002,2022,10277166,258,2.51,1.6320939060437478,0.379,8.132630543,2.750999928
Guatemala,2003,2079,10542980,253,2.4,1.6882702992891951,0.382,5.603476754,2.809999943
Guatemala,2004,2215,10817808,250,2.31,1.7395113686617476,0.386,7.578622473,2.970000029
Guatemala,2005,2450,11104906,238,2.14,1.7855441549887952,0.39,9.108649857,3.051000118
Guatemala,2006,2653,11397134,298,2.61,1.8366108532197656,0.403,6.560852828,3.061000109
Guatemala,2007,2914,11708397,327,2.79,1.8804623724323664,0.416,6.821617536,3.108999968
